timestamp,price_dkk
2026-04-18 22:00:00+00:00,0.11656
2026-04-18 23:00:00+00:00,0.10995
2026-04-19 00:00:00+00:00,0.10920999999999999
2026-04-19 01:00:00+00:00,0.10632
2026-04-19 02:00:00+00:00,0.10542
2026-04-19 03:00:00+00:00,0.10654999999999999
2026-04-19 04:00:00+00:00,0.10478
2026-04-19 05:00:00+00:00,0.10003000000000001
2026-04-19 06:00:00+00:00,0.09663
2026-04-19 07:00:00+00:00,0.09384
2026-04-19 08:00:00+00:00,0.07139
2026-04-19 09:00:00+00:00,0.03563
2026-04-19 10:00:00+00:00,0.028140000000000002
2026-04-19 11:00:00+00:00,0.02229
2026-04-19 12:00:00+00:00,0.02179
2026-04-19 13:00:00+00:00,0.022
2026-04-19 14:00:00+00:00,0.03211
2026-04-19 15:00:00+00:00,0.07376
2026-04-19 16:00:00+00:00,0.10386
2026-04-19 17:00:00+00:00,0.11735
2026-04-19 18:00:00+00:00,0.12411
2026-04-19 19:00:00+00:00,0.12154999999999999
2026-04-19 20:00:00+00:00,0.11936
2026-04-19 21:00:00+00:00,0.11123000000000001
